_id,examples[0],examples[1],examples[2],examples[3],examples[4],examples[5],examples[6],examples[7],response[0],response[1],response[2],response[3],updated_at,created_at
650ac3df600d9900a59954e8,Tiếp đón đối với đối tượng từ khu khám bệnh sang,Tiếp đón đối với đối tượng từ khu khám bệnh sang,,,,,,,"Xử lý:\n1. Khi nhập thông tin đối tượng tiêm chủng, hệ thống sẽ hiển thị thông tin NB đã được nhập trước đó\n2. Click vào thông tin NB để tiếp nhận NB, đồng ý sinh ra mã HS mới\n3. Kê dịch vụ như bình thường",,,,,
650ac3df600d9900a59954e9,"Xử lý khi muốn đổi phòng khám nhưng đang ở trạng thái "" Đang khám""","Xử lý khi muốn đổi phòng khám nhưng đang ở trạng thái "" Đang khám""",,,,,,,Xử lý:\n1. Vào phòng khám click hủy khám\n2. Quầy tiếp đón vào 'Danh sách NB đã tiếp đón' và bấm sửa phòng ,,,,,
650ac3df600d9900a59954ea,Tiếp đón NB là đối tượng CBNV,Tiếp đón NB là đối tượng CBNV,,,,,,,"Xử lý:\n1. Ở màn hình Tiếp đón Tiêm chủng, chọn đối tượng là 'CBNV' và nhập thôn tin NB như bth\n2. Chỉ định dịch vụ và phòng khám như các đối tượng khám khác\n3. Vào màn hình 'Danh sách NB đã tiếp đón' và tick không tính tiền",,,,,
650ac3df600d9900a59954eb,Xóa người trong danh sách nghỉ hưởng,Xóa người trong danh sách nghỉ hưởng,,,,,,,Xử lý:\nBáo lên Isofh để  xóa vì hiện tại tính năng xóa chưa có,,,,,
650ac3df600d9900a59954ec,Trường hợp: NB có 2 dòng thu tạm ứng. 1 người khác không biết mà hoàn tiền tạm ứng cho NB.,Trường hợp: NB có 2 dòng thu tạm ứng. 1 người khác không biết mà hoàn tiền tạm ứng cho NB.,,,,,,,Xử lý:\nTN hoàn tạm ứng sẽ là người thanh toán luôn cả dịch vụ.,,,,,
650ac3df600d9900a59954ed,"Đối với các NB chỉ định sai số ngày giường hoặc muốn xóa, chỉ cần sửa lại số ngày giường lúc ra viện.","Đối với các NB chỉ định sai số ngày giường hoặc muốn xóa, chỉ cần sửa lại số ngày giường lúc ra viện.",,,,,,,"Xử lý:\n1. Chọn kết thúc điều trị.\n2. Chọn line ngày giường muốn chỉnh sửa hoặc xóa.\n3. Chọn biểu tượng 'Mắt' chọn tiếp 'Bút chì' và chỉnh sửa lại số ngày, thời gian nằm muốn đổi.\n4. Chọn dấu 'tích' để lưu.\n5. Chọn biểu tượng 'Thùng rác' để xóa.",,,,,
650ac3df600d9900a59954ee,"Đối với những dịch truyền được bác sĩ kê nhưng không thể link qua phiếu theo dõi dịch truyền, chỉ cần chọn lại đường dùng của dịch.","Đối với những dịch truyền được bác sĩ kê nhưng không thể link qua phiếu theo dõi dịch truyền, chỉ cần chọn lại đường dùng của dịch.",,,,,,,Xử lý:\n1. Chọn vào dịch truyền không link.\n2. Bấm vào bút chì và kiểm tra 'Đường dùng' của dịch.\n2. Nếu sai đường dùng thì chọn lại và lưu.,,,,,
650ac3df600d9900a59954ef,"Khoa phẩu thuật gây mê hồi sức\ntình huống:\nNB được chỉ đinh máu (huyết tương tươi đông lạnh) số lượng 8 túi, ngày 18/05 in bảng kê số lượng là 8 túi. nhưng ngày 08/06/2023 in bảng kê lại ra còn 7 túi máu\n=> tài khoản mai.dang đã xóa đi mất một túi (ngày 19/05/2023) nên hôm nay NB xuất viện in bảng kê chi phí BHYT (7 túi)\n=> cách giải quyết nhờ BS chỉ định thêm máu cho NB-> ngân hàng máu sẽ duyệt.\ntình huống 2:\nNB được Khoa NGoại tổng hợp chỉ định phẩu thuật thủ thuật(phẩu thuật co gân Achille)tại phòng mỗ khoa phẩu thuật gây mê hồi sức nhưng trong quá trình làm phẩu thuật NB có phát sinh thêm dịch vụ phẩu thuật dính khớp khuỷa nhưng bác sĩ ko sửa được tỉ lệ TT ko chỉnh sửa đc BS muốn sửa PHẩu thuật dính khuỷa tỉ lệ 50%.\nvì dịch vụ phẩu thuật dính khớp khuỷa BS chỉ định trong tờ điều trị nên ko sửa lại đc tỉ lệ như mong muốn của BS đc\n=> cách giải quyết nhờ BS vào màn hình phẩu thuật thủ thuật hủy tiếp nhận (xóa luôn thuốc, vật tư ). -> xóa dịch vụ ngoài tờ điều trị -> BS vào màn hình phẩu thuật thủ thuật -> chỉ định dịch vụ là và sửa tỉ lệ TT .\ntình huống 3: DĐ trường nhập vật tư hình thức là nhập dự trù nhưng khi lưu và gửi duyệt thì nhập thiếu VT, gọi xuống Khoa VT bệnh viện nói nhã ra để nhập thêm vật tư nhưng khi thao tác số phiếu đã nhập trươc đó đã mất, vì có người đã xóa phiếu\n=> cách giải quyết nhờ điều dưỡng trường thao tác nhập vt lại (hình thưc nhập là nhập dư trù)","Khoa phẩu thuật gây mê hồi sức\ntình huống:\nNB được chỉ đinh máu (huyết tương tươi đông lạnh) số lượng 8 túi, ngày 18/05 in bảng kê số lượng là 8 túi. nhưng ngày 08/06/2023 in bảng kê lại ra còn 7 túi máu\n=> tài khoản mai.dang đã xóa đi mất một túi (ngày 19/05/2023) nên hôm nay NB xuất viện in bảng kê chi phí BHYT (7 túi)\n=> cách giải quyết nhờ BS chỉ định thêm máu cho NB-> ngân hàng máu sẽ duyệt.\ntình huống 2:\nNB được Khoa NGoại tổng hợp chỉ định phẩu thuật thủ thuật(phẩu thuật co gân Achille)tại phòng mỗ khoa phẩu thuật gây mê hồi sức nhưng trong quá trình làm phẩu thuật NB có phát sinh thêm dịch vụ phẩu thuật dính khớp khuỷa nhưng bác sĩ ko sửa được tỉ lệ TT ko chỉnh sửa đc BS muốn sửa PHẩu thuật dính khuỷa tỉ lệ 50%.\nvì dịch vụ phẩu thuật dính khớp khuỷa BS chỉ định trong tờ điều trị nên ko sửa lại đc tỉ lệ như mong muốn của BS đc\n=> cách giải quyết nhờ BS vào màn hình phẩu thuật thủ thuật hủy tiếp nhận (xóa luôn thuốc, vật tư ). -> xóa dịch vụ ngoài tờ điều trị -> BS vào màn hình phẩu thuật thủ thuật -> chỉ định dịch vụ là và sửa tỉ lệ TT .\ntình huống 3: DĐ trường nhập vật tư hình thức là nhập dự trù nhưng khi lưu và gửi duyệt thì nhập thiếu VT, gọi xuống Khoa VT bệnh viện nói nhã ra để nhập thêm vật tư nhưng khi thao tác số phiếu đã nhập trươc đó đã mất, vì có người đã xóa phiếu\n=> cách giải quyết nhờ điều dưỡng trường thao tác nhập vt lại (hình thưc nhập là nhập dư trù)",,,,,,,BS kê dịch vụ lại và hành chính khoa in bảng kê BHYT,,,,,
650ac3df600d9900a59954f0,Tổng số ngày điều trị và số lượng ngày giường khác nhau và sai thực tế,Tổng số ngày điều trị và số lượng ngày giường khác nhau và sai thực tế,,,,,,,1. Kết thúc điều trị\n2. Chỉnh sửa số ngày phòng giường theo đúng thực tế,,,,,
650ac3df600d9900a59954f1,"Không chỉ đinh được DV - Thông báo ""thời gian chỉ định DV phải lớn hơn thời gian vào viện và nhỏ hơn thời gian ra vện","Không chỉ đinh được DV - Thông báo ""thời gian chỉ định DV phải lớn hơn thời gian vào viện và nhỏ hơn thời gian ra vện",,,,,,,1. Vào thông tin chung chọn thông tin ra viện\n2. Xóa ngày giờ ra viện --> Ấn lưu,,,,,
650ac3df600d9900a59954f2,Người bệnh không xuất viện được,Người bệnh không xuất viện được,,,,,,,1. Kiểm tra hồ sơ xem có điều kiện nào vẫn chưa thỏa mãn\n2. Giải quyết các điều kiện đó - vào xem DV nội trú về những thông tin của các dịch vụ:\n2.1. Dịch vụ chưa hoàn thành - liên hệ với bác sĩ xem dịch vụ đó có thực hiện chưa nếu có rồi thì nhờ bs hoàn thành DV đó với thời gian hoàn thành trước thời gian ra viện\n2.2. Vướng thuốc: nếu thuốc đã lĩnh -> trả thuốc; nếu thuốc chưa lĩnh -> xóa thuốc đó trong tờ điều trị\n2.3. Lỗi liên quan đến thời gian -> vào DV nội trú sửa lại thời gian cho trước thời gian ra viện hoặc thời gian ra viện sau thời gian đó,,,,,
650ac3df600d9900a59954f3,Cho NB chuyển viện,Cho NB chuyển viện,,,,,,,"1. Kết thúc điều trị\n2. Hoàn thành dịch vụ chưa trả kết quả, lĩnh thuốc đối với thuốc chưa lĩnh\n3. Hướng điều trị chuyển viện -> Hoàn thành giấy chuyển tuyến-> In giấy chuyển tuyến",,,,,
650ac3df600d9900a59954f4,Theo quy trình người nhà phải ký cam kết thực hiện PTTT - BS mới cho chỉ định PTTT,Theo quy trình người nhà phải ký cam kết thực hiện PTTT - BS mới cho chỉ định PTTT,,,,,,,"Trên hệ thống BS cho chỉ định xong in phiếu chỉ định, trường hợp người nhà không đồng ý thì xoá chỉ định .",,,,,
650ac3df600d9900a59954f5,Bs muốn nhập thêm chỉ định khám ngoại trú cho người bệnh đã nhập viện,Bs muốn nhập thêm chỉ định khám ngoại trú cho người bệnh đã nhập viện,,,,,,,"1. Nếu tiếp đón vào khoa, đã kê vật tư hoặc có chỉ định -> xóa chỉ định, vật tư\n2. Tiện ích khác -> Hủy tiếp nhận người bệnh\n3. Xóa bỏ mã bệnh án ở màn hình lập bệnh án\n4. Hủy Kết luận ở màn hình khám bệnh và kê dịch vụ ",,,,,
650ac3df600d9900a59954f6,BS chỉ định dịch vụ tực hiện tại khoa nhưng phân sai phòng thực hiện dẫn tới không tìm thấy tên NB trong màn mình thực hiện dịch vụ,BS chỉ định dịch vụ tực hiện tại khoa nhưng phân sai phòng thực hiện dẫn tới không tìm thấy tên NB trong màn mình thực hiện dịch vụ,,,,,,,Hướng dẫn BS phân lại phòng thực hiện tại khoa để điều dưỡng có thể tìm tấy NB và nhập các loại thuốc cũng như vật tư cần cho dịch vụ,,,,,
650ac3df600d9900a59954f7,Tờ điều trị trong hồ sơ bản mềm khác diễn biến tờ điều trị trên HIS,Tờ điều trị trong hồ sơ bản mềm khác diễn biến tờ điều trị trên HIS,,,,,,,Do TK khác vô sửa không lưu hoặc do lần tạo tờ điều trị chưa lưu thành công. HD BS sau khi sửa tờ điều trị nên đợi sau 5 phút mới tắt Tab.,,,,,
650ac3df600d9900a59954f8,Tạo phiếu lĩnh thuốc nội trú theo Phòng thiếu NB trong phiếu lĩnh,Tạo phiếu lĩnh thuốc nội trú theo Phòng thiếu NB trong phiếu lĩnh,,,,,,,1.Vô Trường phòng giường kiểm tra xem NB có đang nằm trên giường ngày tạo phiếu lĩnh thuốc hay không\n- Nếu 'Không' -> Thêm lại phòng giường\n- Nếu ' Có'  ->Kiểm tra thời gian nằm đến ngày xem đúng chưa? -> Chỉnh lại thời gian\n2. Tạo thêm phiếu lĩnh,,,,,
650ac3df600d9900a59954f9,"Hỗ trợ kê đơn thuốc(Bệnh viện mình thường hay có cái kiểu cuối tuần là bắt đầu lĩnh thuốc cho mấy cái ngày sau luôn,nên là người ta tạo sẵn tờ điều trị cho mốc thời gian là ngày 10 ngày 11 ngày 12 nhưng mà trong lúc tạo tờ điều trị đó thì mốc thời gian của nó vẫn là ngày 08/06(gọi là khoa tim mach 1),lúc này người ta đã thêm thuốc rồi lĩnh thuốc rồi thì lòi ra thằng này có vấn đề gì đấy dẫn đến việc nó vào chuyển xuống khoa làm việc khác,lúc mà làm xong thì chuyển lên lại khoa tim mạch vào ngày 9/6(gọi là khoa tim mạch 2) thì dẫn đến việc khoa tim mạch 2 không có kê được thêm thuốc cho khoa tim mạch 1","Hỗ trợ kê đơn thuốc(Bệnh viện mình thường hay có cái kiểu cuối tuần là bắt đầu lĩnh thuốc cho mấy cái ngày sau luôn,nên là người ta tạo sẵn tờ điều trị cho mốc thời gian là ngày 10 ngày 11 ngày 12 nhưng mà trong lúc tạo tờ điều trị đó thì mốc thời gian của nó vẫn là ngày 08/06(gọi là khoa tim mach 1),lúc này người ta đã thêm thuốc rồi lĩnh thuốc rồi thì lòi ra thằng này có vấn đề gì đấy dẫn đến việc nó vào chuyển xuống khoa làm việc khác,lúc mà làm xong thì chuyển lên lại khoa tim mạch vào ngày 9/6(gọi là khoa tim mạch 2) thì dẫn đến việc khoa tim mạch 2 không có kê được thêm thuốc cho khoa tim mạch 1",,,,,,,1.Chỉ tạo tờ điều trị trước trong trường hợp biết chắc rằng NB sẽ không chuyển khoa\n2.Nếu NB chuyển khoa thì phải xóa tờ điều trị trước đó đi\n3.Sau khi chuyển về lại khoa ban đầu thì chỉ định tờ điều trị mới,,,,,
650ac3df600d9900a59954fa,"NB đã ra viện, đang tại quầy Thu ngân lúc 9h30\n- Tờ điều trị có thời gian 9h54 --> Thời gian ra viện phải sau thời gian của tờ điều trị là 9h55 thì mới cho người bệnh ra viện được --> Không thanh toán được vì thời gian ra viện là tương lai so với thời gian hiện tại --> NB phải đợi tới lúc sau 9h55 mới thanh toán được","NB đã ra viện, đang tại quầy Thu ngân lúc 9h30\n- Tờ điều trị có thời gian 9h54 --> Thời gian ra viện phải sau thời gian của tờ điều trị là 9h55 thì mới cho người bệnh ra viện được --> Không thanh toán được vì thời gian ra viện là tương lai so với thời gian hiện tại --> NB phải đợi tới lúc sau 9h55 mới thanh toán được",,,,,,,"1. Thu ngân liên hệ Khoa Cho NB vào viện lại\n2. Khoa chỉnh sửa thời gian của tờ điều trị thành trước thời gian hiện tại (ví dụ 9h20)\n3. Điều chỉnh thời gian thực hiện của các dịch vụ, thuốc, ... trong tờ điều trị\n4. Kết thúc điều trị\n5. In lại bảng kê",,,,,
650ac3df600d9900a59954fb,"Sửa thông tin, bổ sung thẻ bảo hiểm báo hết hạn vì tiếp đón nhập sai tên NB","Sửa thông tin, bổ sung thẻ bảo hiểm báo hết hạn vì tiếp đón nhập sai tên NB",,,,,,,Sửa lại tên NB đúng,,,,,
650ac3df600d9900a59954fc,"Không điều chỉnh được số lượng của suất ăn đã tạo phiếu lĩnh, chưa gửi duyệt","Không điều chỉnh được số lượng của suất ăn đã tạo phiếu lĩnh, chưa gửi duyệt",,,,,,,1. Xóa phiếu lĩnh suất ăn\n2. Điều chỉnh số lượng ,,,,,
650ac3df600d9900a59954fd,"Khoa phẩu thuật gây mê hồi sức\ntình huống:\nNB được chỉ đinh máu (huyết tương tươi đông lạnh) số lượng 8 túi, ngày 18/05 in bảng kê số lượng là 8 túi. nhưng ngày 08/06/2023 in bảng kê lại ra còn 7 túi máu\n=> tài khoản mai.dang đã xóa đi mất một túi (ngày 19/05/2023) nên hôm nay NB xuất viện in bảng kê chi phí BHYT (7 túi)\n=> cách giải quyết nhờ BS chỉ định thêm máu cho NB-> ngân hàng máu sẽ duyệt.\ntình huống 2:\nNB được Khoa NGoại tổng hợp chỉ định phẩu thuật thủ thuật(phẩu thuật co gân Achille)tại phòng mỗ khoa phẩu thuật gây mê hồi sức nhưng trong quá trình làm phẩu thuật NB có phát sinh thêm dịch vụ phẩu thuật dính khớp khuỷa nhưng bác sĩ ko sửa được tỉ lệ TT ko chỉnh sửa đc BS muốn sửa PHẩu thuật dính khuỷa tỉ lệ 50%.\nvì dịch vụ phẩu thuật dính khớp khuỷa BS chỉ định trong tờ điều trị nên ko sửa lại đc tỉ lệ như mong muốn của BS đc\n=> cách giải quyết nhờ BS vào màn hình phẩu thuật thủ thuật hủy tiếp nhận (xóa luôn thuốc, vật tư ). -> xóa dịch vụ ngoài tờ điều trị -> BS vào màn hình phẩu thuật thủ thuật -> chỉ định dịch vụ là và sửa tỉ lệ TT .\ntình huống 3: DĐ trường nhập vật tư hình thức là nhập dự trù nhưng khi lưu và gửi duyệt thì nhập thiếu VT, gọi xuống Khoa VT bệnh viện nói nhã ra để nhập thêm vật tư nhưng khi thao tác số phiếu đã nhập trươc đó đã mất, vì có người đã xóa phiếu\n=> cách giải quyết nhờ điều dưỡng trường thao tác nhập vt lại (hình thưc nhập là nhập dư trù)","Khoa phẩu thuật gây mê hồi sức\ntình huống:\nNB được chỉ đinh máu (huyết tương tươi đông lạnh) số lượng 8 túi, ngày 18/05 in bảng kê số lượng là 8 túi. nhưng ngày 08/06/2023 in bảng kê lại ra còn 7 túi máu\n=> tài khoản mai.dang đã xóa đi mất một túi (ngày 19/05/2023) nên hôm nay NB xuất viện in bảng kê chi phí BHYT (7 túi)\n=> cách giải quyết nhờ BS chỉ định thêm máu cho NB-> ngân hàng máu sẽ duyệt.\ntình huống 2:\nNB được Khoa NGoại tổng hợp chỉ định phẩu thuật thủ thuật(phẩu thuật co gân Achille)tại phòng mỗ khoa phẩu thuật gây mê hồi sức nhưng trong quá trình làm phẩu thuật NB có phát sinh thêm dịch vụ phẩu thuật dính khớp khuỷa nhưng bác sĩ ko sửa được tỉ lệ TT ko chỉnh sửa đc BS muốn sửa PHẩu thuật dính khuỷa tỉ lệ 50%.\nvì dịch vụ phẩu thuật dính khớp khuỷa BS chỉ định trong tờ điều trị nên ko sửa lại đc tỉ lệ như mong muốn của BS đc\n=> cách giải quyết nhờ BS vào màn hình phẩu thuật thủ thuật hủy tiếp nhận (xóa luôn thuốc, vật tư ). -> xóa dịch vụ ngoài tờ điều trị -> BS vào màn hình phẩu thuật thủ thuật -> chỉ định dịch vụ là và sửa tỉ lệ TT .\ntình huống 3: DĐ trường nhập vật tư hình thức là nhập dự trù nhưng khi lưu và gửi duyệt thì nhập thiếu VT, gọi xuống Khoa VT bệnh viện nói nhã ra để nhập thêm vật tư nhưng khi thao tác số phiếu đã nhập trươc đó đã mất, vì có người đã xóa phiếu\n=> cách giải quyết nhờ điều dưỡng trường thao tác nhập vt lại (hình thưc nhập là nhập dư trù)",,,,,,,BS kê dịch vụ lại và hành chính khoa in bảng kê BHYT,,,,,
650ac3df600d9900a59954fe,"Cơ số tủ trực tồn kho thuốc khoa bị thiếu thuốc , NB đã thanh toán ra viện không cho làm chẵn để lĩnh bù tủ trực.","Cơ số tủ trực tồn kho thuốc khoa bị thiếu thuốc , NB đã thanh toán ra viện không cho làm chẵn để lĩnh bù tủ trực.",,,,,,,Hướng dẫn xuất hủy phần thuốc lẻ. Hướng dẫn BS đánh thuốc từ tủ trực chẵn đối với 1 số thuốc hủy ngay hoặc hủy sau 24h SL chẵn để tổng hợp lĩnh bù tủ trực,,,,,
650ac3df600d9900a59954ff,Không tạo được phiếu lĩnh bù tủ trực. Báo SL Thuốc kê lớn hơn SL tồn kho ,Không tạo được phiếu lĩnh bù tủ trực. Báo SL Thuốc kê lớn hơn SL tồn kho ,,,,,,,Lý do: Loại Thuốc lĩnh trong kho thuốc bệnh viện đã hết tồn hoặc loại thuốc đó tồn tại nhiều mã mà mã muốn lĩnh đã hết .\nGọi xuống kho Dược để Dược xử lý.,,,,,
650ac3df600d9900a5995500,Không tìm thấy tên NB khi NB đã xuất viện để xem lại bảng kê,Không tìm thấy tên NB khi NB đã xuất viện để xem lại bảng kê,,,,,,,"1. Vào màn hình danh sách người bệnh nội trú\n2. Chọn đúng khoa làm việc\n3. Sử dụng bộ lọc, lọc trường trạng thái thành 'TẤT CẢ' và ấn tìm\n4. Tiến hành tìm NB thông qua tên, mã NB, mã HS, mã BA",,,,,
650ac3df600d9900a5995501,Thiếu thông tin ngày giường,Thiếu thông tin ngày giường,,,,,,,"1. Vào màn hình danh sách người bệnh nội trú\n2. Chọn đúng tên người bệnh cần cập nhật thông tin ngày giường\n3. Vào tab PHÒNG, GIƯỜNG\n4. Chọn Line giường cần chỉnh sửa\n5. Ấn vào icon hình mắt để xem thông tin\n6. Ấn vào icon cây bút là chỉnh sửa trường số lượng và ấn tick để lưu lại thay đổi\nChú ý: Chỉ có thể thay đổi thông tin phòng, giường bằng tài khoản điều dưỡng trưởng hoặc hành chính khoa",,,,,
650ac3df600d9900a5995502,"Phẫu thuật thất bại, cần in tờ tường trình nhưng không tính tiền cho NB","Phẫu thuật thất bại, cần in tờ tường trình nhưng không tính tiền cho NB",,,,,,,"1. Bác sĩ chỉ định dịch vụ cần thực hiện\n2. Tại màn hình Phẫu thuật thủ thuật --> Tiếp nhận --> Điền thông tin --> Nhấn chọn Không phẫu thuật\n\n--> Mục đích: Có thông tin để in tờ tường trình, dịch vụ  không tính tiền và không lên bảng kê",,,,,
650ac3df600d9900a5995503,Không duyệt được  BHXH. Báo lỗi: Thiếu loại hình thanh toán,Không duyệt được  BHXH. Báo lỗi: Thiếu loại hình thanh toán,,,,,,,1. Vào  DV Nội trú\n2. Kiểm tra DV nào Trống Loại hình thanh toán thì bổ sung. ,,,,,
650ac3df600d9900a5995504,Ấn vào xem báo cáo hiện thông báo đã chặn popup không tải lên báo cáo,Ấn vào xem báo cáo hiện thông báo đã chặn popup không tải lên báo cáo,,,,,,,Thiết lập trình duyệt cho phép mở tab mới,,,,,
650ac3df600d9900a5995505,In nhanh không hoạt động,In nhanh không hoạt động,,,,,,,Hủy hết các lệnh in đang chờ => in lại => nếu vẫn không được thì tạm thời tắc tool in thường,,,,,
650ac3df600d9900a5995506,Scan giấy tờ không load lên trên HIS,Scan giấy tờ không load lên trên HIS,,,,,,,"Kiểm tra tool có dẫn đúng thư mục lưu ảnh trên máy scan chưa, nếu chưa thì sửa lại đường dẫn đến thư mục lưu ảnh trên máy",,,,,
650ac3df600d9900a5995507,Sửa giá dịch vụ theo kết quả xét nghiệm,Sửa giá dịch vụ theo kết quả xét nghiệm,,,,,,,"Vào tờ điều trị chọn chuyển đổi dịch vụ, tìm dịch vụ muốn chuyển đổi, ấn xác nhận",,,,,
650ad0a6ae379e2c4af68c71,Bạn tên gì,Có thể cho mk bt tên đc khum,Có thể cho mk bt tên đc khum,Có thể cho mk bt tên đc khum,,,,,"Mình là Ivivi, chatbot trả lời các thắc mắc về hdsd cho bạn",,,,,
650b03816847050898f1f117,Bạn có làm được như chat gpt không,,,,,,,,"Xin lỗi tôi không thể làm được như chat gpt, tôi chỉ là bot được cài đặt để trả lời các thắc mắc về tài liệu sử dụng của bạn mà tôi đã học.",,,,,
650b042a6847050898f1f118,Ai là người tạo ra bạn,,,,,,,,Tôi được phát triển bởi developer Hoàng Minh Sơn - một thành viên của team IVIRSE tại ISOFH,,,,,
650b079f6847050898f1f119,Bạn có thể khẳng định câu trả lời của bạn là chắc chắn chứ,Bạn chắc chứ,Bạn chắc không,Ban cha chứ,Có chắc không vậy, Chắc chứ,Chắc không vậy, Chắc ko,"Câu trả lời của tôi nhằm mục đích hỗ trợ khách hàng, dựa trên những sự hiểu biết và những gì tôi đã được dạy. Câu trả lời chỉ mang tính chất tham khảo, không đúng 100%.",Xin lỗi tôi sẽ xem xét lại câu trả lời của mình.,,,,
650b08f66847050898f1f11a,Bạn trả lời sai rồi,Có vẻ như không đúng rồi,bạn nhầm,,,,,,"Xin lỗi tôi có sự nhầm lẫn, vui lòng đặt câu hỏi lại. Câu hỏi của bạn sẽ được ghi nhận và cải thiện trong những lần trò chuyện tới.",,,,,
6521b007f6f0733d5e07b6cf,Bạn được tạo ra bởi ai,AI là người phát triển bạn,Ai là Hoàng Minh Sơn,,,,,,Tôi được tạo ra bởi developer Hoàng Minh Sơn thuộc team IVIRSE,,,,2023-10-07T20:19:05.034Z,2023-10-07T19:22:47.053Z
65253a1ca9002b6a59cdf15e,Bạn bao nhiêu tuổi,Ban bao nhieu tuoi,,,,,,,," Xin chào, tôi là VIVI. Tôi là chatbot - trợ lý y tế hỗ trợ và tôi không có tuổi. Tôi được lập trình để giúp bạn tìm kiếm thông tin tra cứu cách sử dụng các sản phẩm của ISOFH. Hãy cho VIVI biết nếu bạn đang gặp vướng mắc gì nhé!\n"," Tôi là VIVI - một trợ lý ảo của ISOFH tạo ra để hỗ trợ bạn tìm kiếm thông tin, sử dụng các sản phẩm của ISOFH. Tôi không có tuổi. Nếu bạn có bất kỳ câu hỏi nào khác, hãy cho VIVI biết nhé. Chúc bạn một ngày làm việc hiệu quả\n"," Tôi là VIVI - một trợ lý ảo của ISOFH tạo ra để hỗ trợ Người dùng và tôi không có tuổi. Tôi đang sẵn sàng hỗ trợ, bạn có câu hỏi nào, hãy cho VIVI biết nhé. Xin cảm ơn bạn nhiều!",,2023-10-10T11:48:44.075Z
